የኦነግ	የ+ኦነግ
ሽፋናችን	ሽ+ፋናችን
ሽፋንም	ሽ+ፋንም
ሽፋንና	ሽ+ፋንና
ሽፋንን	ሽ+ፋንን
ሽፋንዋ	ሽ+ፋንዋ
ሽፋኖች	ሽ+ፋኖች
ሽፋኗን	ሽ+ፋኗን
ሽፋፍነውና	ሽፋፍ+ነው+ና
ሽፍትነት	ሽ+ፍትነት
ሽፍቶችም	ሽ+ፍቶች+ም
ሾልከው	ሾል+ከው
ሾመታቸውን	ሾመታቸው+ን
ሾማለች	ሾማለ+ች
ባርነትን	ባ+ርነትን
ቀለማትባህሎችና	ቀለማትባህ+ሎች+ና
ቀለምና	ቀለም+ና
ቀለምን	ቀለም+ን
ቀላልነትም	ቀላል+ነት+ም
ቀላልነትና	ቀላል+ነት+ና
ቀላልና	ቀላል+ና
ቀላማት	ቀላ+ማት
ቀላቅሎ	ቀላቅ+ሎ
ቀላቸውን	ቀ+ላቸውን
ቀላጤዎች	ቀላጤ+ዎች
ቀልባቸውን	ቀል+ባቸውን
ቀልብሷል	ቀል+ብሷል
ቀልቶ	ቀል+ቶ
ቀልዱ	ቀል+ዱ
ቀልጣፋ	ቀል+ጣፋ
ቀልጣፋነቱን	ቀል+ጣፋነቱን
ቀልጣፋውጤታማና	ቀልጣፋውጤ+ታማ+ና
ቀልጣፍ-ኣ-ና	ቀል+ጣፍ-ኣ+-ና
ቀልጦ	ቀል+ጦ
ቀምሮ	ቀም+ሮ
ቀምሷል	ቀም+ሷል
ቀረርቶ	ቀረር+ቶ
ቀረርቶዎችም	ቀረር+ቶዎች+ም
ከመቶ	ከ+መቶ
በሞትህ	በ+ሞት+ህ
ቀረጥና	ቀረጥ+ና
ቀረፃለአገልግሎት	ቀረፃለ+አገልግሎት
ቀሪ-ዎቹ	ቀሪ-+ዎቹ
ቀሪዉን	ቀሪዉ+ን
ቀራኒዮና	ቀራኒዮ+ና
ቀራንዮና	ቀራንዮ+ና
ቀራጮች	ቀራ+ጮች
ቀርሳና	ቀርሳ+ና
ቀርበዋል	ቀር+በዋል
ኦካላን	ኦካ+ላን
ቴክኖሎጂዎችን	ቴክኖሎጂ+ዎችን
ቀርበው	ቀር+በው
ቀርበውላታል	ቀር+በውላታል
ቀርበውበታል	ቀር+በውበታል
ቀርብ-ኦ-ል-አቸ-ዋል	ቀርብ-ኦ-ል-አቸ+-ዋል
ቀርቦ	ቀር+ቦ
ቀርቦለት	ቀር+ቦለት
ቀርቦላቸው	ቀር+ቦላቸው
ቀርቦባታል	ቀር+ቦባታል
ቀርቦባቸዋል	ቀር+ቦባቸዋል
ፕሬዚዳንቱ	ፕሬዚዳን+ቱ
ቀርቦባቸው	ቀር+ቦባቸው
ቀርቧ	ቀር+ቧ
ቀርቧል	ቀር+ቧል
በዩኤስ	በ+ዩኤስ
ከጥር	ከ+ጥር
የኢፌድሪ	የ+ኢፌድሪ
ቀርቧልይህንን	ቀርቧልይህ+ንን
ቀርተዋልበዘውዲቱ	ቀርተዋልበዘውዲ+ቱ
ቀርተዋል	ቀር+ተዋል
በትላንትናው	በ+ትላንት+ናው
ቀርተው	ቀር+ተው
ቀርተውታል	ቀር+ተውታል
ቀርተውናል	ቀር+ተውናል
ቀርትዋል	ቀር+ትዋል
ከአካል	ከ+አካል
ቀርቶ	ቀር+ቶ
ቀርቶበጠላት	ቀር+ቶበጠላት
ቀርቷል	ቀር+ቷል
በኖርዌይ	በ+ኖርዌይ
ቀርቷል»	ቀር+ቷል»
እንደሚታየው	እንደ+ሚ+ታየው
ቀርቷልኢትዮጵያም	ቀርቷልኢትዮጵያ+ም
ቀርነት	ቀር+ነት
ቀርነትና	ቀር+ነት+ና
ቀርነትን	ቀር+ነትን
ቀርከሃና	ቀርከሃ+ና
ቀርከሃን	ቀርከሃ+ን
ቀርጸው	ቀር+ጸው
ቀርጾ	ቀር+ጾ
ቀርፀው	ቀር+ፀው
ቀርፃ	ቀር+ፃ
ቀርፆ	ቀር+ፆ
ቀርፋፋ	ቀር+ፋፋ
አልፎ	አል+ፎ
ቀሳውስትም	ቀ+ሳውስትም
ቀሳውስትና	ቀ+ሳውስትና
ቀሳውስትበ-ሺህ-ዎች	ቀሳውስትበ-ሺህ+-ዎች
ቀሳውስትበሺህዎች	ቀሳውስትበሺህ+ዎች
ቀስቃሽነት	ቀስ+ቃሽነት
ቀስቃሽነትና	ቀስ+ቃሽነት+ና
ቀስቃሾች	ቀስ+ቃሾች
ቀበሌና	ቀበሌ+ና
ቀበሌን	ቀበሌ+ን
ቀበሌው	ቀበሌ+ው
ቀበሌዎች	ቀበሌ+ዎች
ቀበሌዎችም	ቀበሌ+ዎች+ም
ቀበሌዎችና	ቀበሌ+ዎች+ና
ቀበሌዎችን	ቀበሌ+ዎችን
ቀበሌዎችወረዳዎች	ቀበሌ+ዎችወረዳዎች
ቀበሮና	ቀበሮ+ና
ቀበቶና	ቀበቶ+ና
ቀበቶዎች	ቀበቶ+ዎች
ቀበቷቸውን	ቀበ+ቷቸውን
ቀባጣሪ	ቀባጣ+ሪ
ቀብሩ	ቀብ+ሩ
ቀብሬ	ቀብ+ሬ
ቀብሮችን	ቀብ+ሮችን
ቀኑ	ቀ+ኑ
ቀኑን	ቀ+ኑን
ቀናቱ	ቀ+ናቱ
ቀናት	ቀ+ናት
ቀናትም	ቀ+ናት+ም
ቀናትን	ቀ+ናትን
ቀናቶች	ቀ+ናቶች
ቀናቸው	ቀ+ናቸው
ቀናቸውን	ቀ+ናቸውን
ቀናችን	ቀ+ናችን
ቀናኢ	ቀና+ኢ
ቀንህን	ቀን+ህን
ቀንም	ቀን+ም
ቀንሰው	ቀን+ሰው
ቀንሶ	ቀን+ሶ
ቀንሶላቸው	ቀን+ሶላቸው
ቀንሶታል	ቀን+ሶታል
ቀንሷል	ቀን+ሷል
በኬሚካል	በ+ኬሚካል
ቀንሷልየአርሶ	ቀንሷልየ+አርሶ
ቀንበሮች	ቀንበ+ሮች
ቀንቶ	ቀን+ቶ
ቀንቷቸው	ቀን+ቷቸው
ቀንና	ቀን+ና
ቀንን	ቀን+ን
ቀንየወረሰችው	ቀን+የወረሰችው
ቀንይመጣል	ቀን+ይመጣል
ቀንይከበራል	ቀን+ይከበራል
ቀንደኛ	ቀን+ደኛ
ቀንድና	ቀንድ+ና
ቀንድን	ቀንድ+ን
ቀንጭበው	ቀንጭ+በው
ቀኖች	ቀ+ኖች
ቀኗ	ቀ+ኗ
ቀኙን	ቀኙ+ን
ቀኝና	ቀኝ+ና
ቀውሱን	ቀው+ሱን
ቀውስም	ቀው+ስም
ቀውስና	ቀው+ስና
ቀውሶች	ቀው+ሶች
ቀውሶችን	ቀው+ሶችን
ቀዝቃዛ	ቀዝ+ቃዛ
የመኪና	የ+መኪና
ቀዩ	ቀ+ዩ
ቀያቸው	ቀ+ያቸው
ቀያቸውን	ቀ+ያቸውን
ቀዬ	ቀ+ዬ
ቀዬአቸው	ቀ+ዬአቸው
ቀዬው	ቀ+ዬው
ቀይረው	ቀይ+ረው
ቀይራችሁ	ቀይ+ራችሁ
ቀይርው	ቀይ+ርው
ቀይሮ	ቀይ+ሮ
ቀይሮታል	ቀይ+ሮታል
ፍልስጤሞች	ፍልስጤ+ሞች
ቀይሯል	ቀይ+ሯል
ቀይሶ	ቀይ+ሶ
ቀይባህርን	ቀይባህር+ን
ቀይና	ቀይ+ና
ቀይዋ	ቀይ+ዋ
ቀይዋን	ቀይ+ዋን
ቀደማዊት	ቀደማዊ+ት
የበደልሁኽ	የ+በደልሁኽ
ቀደምቱ	ቀደም+ቱ
ቀደምት	ቀደም+ት
ቀደምትነት	ቀደም+ትነት
ቀደምትነትን	ቀደም+ትነትን
ቀደምቷ	ቀደም+ቷ
ቀደምነት	ቀደም+ነት
ቀዲዳ	ቀዲ+ዳ
ቀዳም-ው	ቀዳም+-ው
ቀድመን	ቀድ+መን
ቀድመው	ቀድ+መው
ቀድማ	ቀድ+ማ
ቀድሜ	ቀድ+ሜ
ቀድሞ	ቀድ+ሞ
ቀድሞት	ቀድ+ሞት
ቀድሞአል»	ቀድ+ሞአል»
ቀድሞው	ቀድ+ሞው
ቀድሞውንም	ቀድ+ሞው+ንም
ቀድሞዎቹ	ቀድ+ሞዎቹ
ቀድሟል	ቀድ+ሟል
ቀድሰው	ቀድ+ሰው
ቀድሶ	ቀድ+ሶ
ቀድተን	ቀድ+ተን
ቀድተው	ቀድ+ተው
ቀድቶ	ቀድ+ቶ
የፔንታጐን	የ+ፔንታጐን
ቀጠልን	ቀጠል+ን
ቀጠናና	ቀጠና+ና
ቀጠናዊ	ቀጠና+ዊ
ቀጠናው	ቀጠና+ው
ቀጠናውን	ቀጠና+ውን
ቀጠናዎች	ቀጠና+ዎች
ቀጠናዎችን	ቀጠና+ዎችን
ቀጣናን	ቀ+ጣናን
ቀጣናዊ	ቀ+ጣናዊ
ቀጣናው	ቀ+ጣናው
ቀጣናውን	ቀ+ጣናውን
ቀጣናዎች	ቀ+ጣናዎች
ቀጣናዎችን	ቀ+ጣናዎችን
ቀጣይት	ቀጣይ+ት
ቀጣይነቱን	ቀጣይ+ነቱን
ቀጣይነታቸውን	ቀጣይ+ነታቸውን
ቀጣይነት	ቀጣይ+ነት
ቀጣይነትም	ቀጣይ+ነት+ም
ቀጣይነትና	ቀጣይ+ነት+ና
ቀጣይነትን	ቀጣይ+ነትን
ቀጣይና	ቀጣይ+ና
ቀጥለናል	ቀጥ+ለናል
ቀጥለን	ቀጥ+ለን
ቀጥለዋል	ቀጥ+ለዋል
ቀጥለዋልና	ቀጥ+ለዋል+ና
የኤደን	የ+ኤደን
ቀጥለው	ቀጥ+ለው
ቀጥለውም	ቀጥ+ለው+ም
ቀጥሉዋል	ቀጥ+ሉዋል
ቀጥላ	ቀጥ+ላ
ቀጥላለችም	ቀጥ+ላለች+ም
ቀጥላለች	ቀጥ+ላለች
ቀጥል-አል	ቀጥ+ል-አል
ቀጥልም	ቀጥ+ልም
ቀጥሎበታል	ቀጥ+ሎበታል
ቀጥሏል	ቀጥ+ሏል
ቀጥሏልየፕሮጀክቱ	ቀጥሏልየፕሮጀክ+ቱ
በሶሪያ	በ+ሶሪያ
ቀጥሏልሌሎች	ቀጥሏልሌ+ሎች
የኢትዮጵያን	የ+ኢትዮጵያ+ን
ቀጥረዋል	ቀጥ+ረዋል
በኤፕሪል	በ+ኤፕሪል
ቀጥሮ	ቀጥ+ሮ
ቀጥሯል	ቀጥ+ሯል
ቀጥቃጮች	ቀጥ+ቃጮች
ቀጥቅጦ	ቀጥ+ቅጦ
ግንኙነት	ግ+ንኙነት
ቀጥተኛና	ቀጥ+ተ+ኛና
ቀጥቷቸዋል	ቀጥ+ቷቸዋል
ቀጥይበሉ	ቀጥ+ይበሉ
ቀጥፎአል	ቀጥ+ፎአል
በ1880ዎቹ	በ+1880ዎ+ቹ
ቀጭንና	ቀጭ+ንና
ቀፋሮ	ቀፋ+ሮ
ቀፎአቸውን	ቀፎ+አቸውን
ቀፎዎች	ቀፎ+ዎች
ቀፎዎችን	ቀፎ+ዎችን
ቁልቁለቱ	ቁልቁ+ለቱ
ቁልቁለቱን	ቁልቁ+ለቱን
ቁልቁለቱንና	ቁልቁ+ለቱን+ና
ቁልቁለት	ቁልቁ+ለት
ቁልፉ	ቁል+ፉ
ቁልፉን	ቁል+ፉን
ቁልፋቸው	ቁል+ፋቸው
ቁልፎች	ቁል+ፎች
ቁማሮች	ቁማ+ሮች
ቁምላቸው	ቁም+ላቸው
ቁርሾው	ቁርሾ+ው
ቁርባን	ቁር+ባን
ቁርቦ	ቁር+ቦ
ቁርኝት	ቁር+ኝት
ቁርኝትና	ቁር+ኝት+ና
ቁርኝነትና	ቁር+ኝነት+ና
ቁርአንን	ቁርአን+ን
ቁርጠኛ	ቁር+ጠኛ
ቁርጠኛ-እ-ነት-አቸው-ን	ቁርጠኛ-እ-ነት-አቸው-+ን
ቁርጠኛነቱን	ቁር+ጠኛነቱን
ቁርጠኛነታቸውን	ቁር+ጠኛነታቸውን
ቁርጠኛነት	ቁር+ጠኛነት
ቁርጠኝነቱ	ቁር+ጠኝነቱ
ቁርጠኝነቱን	ቁር+ጠኝነቱን
ቁርጠኝነታቸንን	ቁርጠኝነታቸን+ን
ቁርጠኝነታቸውን	ቁር+ጠኝነታቸውን
ቁርጠኝነት	ቁር+ጠኝነት
ቁርጠኝነትም	ቁር+ጠኝነት+ም
ቁርጠኝነትና	ቁር+ጠኝነት+ና
ቁርጠኝነትን	ቁር+ጠኝነትን
ቁርጠኝንትና	ቁር+ጠኝ+ንትና
ቁርጥማት	ቁር+ጥማት
ቁርጥራጮች	ቁርጥራ+ጮች
ቁሳቁስና	ቁሳቁስ+ና
ቁሳቁስን	ቁሳቁስ+ን
ቁሳቁስ፤አልባሳትና	ቁሳቁስ፤+አ+ልባሳትና
ቁሳዊ	ቁ+ሳዊ
ቁስ-ኦች	ቁስ+-ኦች
ቁስለት	ቁስ+ለት
ቁስለኛ	ቁስ+ለኛ
ቁስለኞቹን	ቁስ+ለኞቹን
ቁስለኞች	ቁስ+ለኞች
ቁስለኞችና	ቁስ+ለኞች+ና
ቁስለኞችን	ቁስ+ለኞችን
ቁስላቸውን	ቁስ+ላቸውን
ቁስላችን	ቁስ+ላችን
ቁሶች	ቁ+ሶች
ቁሶችና	ቁ+ሶች+ና
ቁሶችን	ቁ+ሶችን
ቁንጅና	ቁን+ጅና
ቁጠብ-አን	ቁጠብ+-አን
ቁጣቸውን	ቁጣቸው+ን
ቁጥረኝነት	ቁጥ+ረኝነት
ቁጥሩ	ቁጥ+ሩ
ቁጥሩን	ቁጥ+ሩን
ቁጥሩንም	ቁጥ+ሩን+ም
ቁጥራቸውን	ቁጥራቸው+ን
ቁጥራችንን	ቁጥራችን+ን
የቡሄ	የ+ቡሄ
ቁጥርም	ቁጥ+ርም
ቁጥርስ	ቁጥ+ርስ
ቁጥርና	ቁጥ+ርና
ቁጥርን	ቁጥ+ርን
ቁጥሮች	ቁጥ+ሮች
ቁጥሮችን	ቁጥ+ሮችን
ቁጥሯን	ቁጥ+ሯን
ቁጥቋጦዎችን	ቁጥ+ቋጦዎችን
ቁጥጥሩ	ቁጥ+ጥሩ
ቁጥጥሩን	ቁጥ+ጥሩን
ቁጥጥሩንና	ቁጥ+ጥሩን+ና
ቁጥጥርም	ቁጥ+ጥርም
ቁጥጥርና	ቁጥ+ጥርና
ቁጥጥርን	ቁጥ+ጥርን
ቁጥጥርንና	ቁጥ+ጥርን+ና
ቁጭቱን	ቁጭ+ቱን
ቁጭታቸውን	ቁጭ+ታቸውን
ቁጭት	ቁጭ+ት
ቁጭትና	ቁጭ+ት+ና
ቁጭትን	ቁጭ+ትን
ቁጭትብስጭትና	ቁጭትብ+ስጭት+ና
ቂሊንጦና	ቂሊንጦ+ና
ስለቋጠሩ፤	ስለ+ቋጠሩ፤
ቂምም	ቂም+ም
ቂምና	ቂም+ና
ቂርቆስና	ቂርቆስ+ና
ቂርቆስን	ቂርቆስ+ን
ቃለ-ምእዳንና	ቃለ-ምእዳን+ና
በማድረግ	በ+ማድ+ረግ
ቃለምልልሱ	ቃለ+ምልልሱ
ቃሉ	ቃ+ሉ
ቃሉን	ቃ+ሉን
ቃላታቸው	ቃ+ላታቸው
ቃላት	ቃ+ላት
ቃላትን	ቃ+ላትን
ቃላቶች	ቃ+ላቶች
ቃላቶችን	ቃ+ላቶችን
ቃላቸዉን	ቃላቸዉ+ን
ቃላቸው	ቃ+ላቸው
ቃላቸውን	ቃ+ላቸውን
ቃላቸውንም	ቃ+ላቸው+ንም
ቃላችን	ቃ+ላችን
ቃላችንን	ቃ+ላችንን
ብዙዎች	ብ+ዙዎች
ቃልህ	ቃል+ህ
ቃልም	ቃል+ም
ቃልኪዳናቸውን	ቃልኪዳ+ናቸውን
ቃልኪዳናቸውንም	ቃልኪዳ+ናቸው+ንም
ቃልኪዳናችንን	ቃልኪዳ+ናችንን
ቃልኪዳኖች	ቃልኪ+ዳኖች
ቃሎችን	ቃ+ሎችን
የጣሊያኖች	የ+ጣሊያ+ኖች
ቃኝቶ	ቃኝ+ቶ
ቃኝቷል	ቃኝ+ቷል
ቃጫዎችም	ቃጫ+ዎች+ም
ቃፊሮችወታደሮችየጠላትን	ቃፊሮችወታደ+ሮችየጠላትን
ቃፊሮች	ቃፊ+ሮች
ቄራዎች	ቄራ+ዎች
ቄሮን	ቄሮ+ን
ቄሱ	ቄ+ሱ
ቄሳራውያን	ቄሳራ+ውያን
ቄሳራውያንና	ቄሳራ+ው+ያንና
ቄሳሮች	ቄሳ+ሮች
ቄሶች	ቄ+ሶች
ቄሶችና	ቄ+ሶች+ና
ቄያቸው	ቄ+ያቸው
ቄጠማዎች	ቄ+ጠማዎች
ቅልጥምና	ቅልጥም+ና
ቅልጥፍና	ቅ+ልጥፍና
ቅልጥፍናን	ቅ+ልጥፍናን
ቅመማቅመሞች	ቅ+መማቅመሞች
ቅመምና	ቅ+መምና
ቅመምን	ቅ+መምን
ቅሪቱንም	ቅ+ሪቱን+ም
ቅሪቶችን	ቅ+ሪቶችን
ቅሬታም	ቅሬታ+ም
ቅሬታቸውን	ቅሬ+ታቸውን
ቅሬታና	ቅሬታ+ና
ቅሬታን	ቅሬታ+ን
ቅሬታውን	ቅሬታ+ውን
ቅሬታዎቻቸውን	ቅሬታ+ዎቻቸውን
ቅሬታዎች	ቅሬታ+ዎች
ቅሬታዎችና	ቅሬታ+ዎች+ና
ቅሬታዎችን	ቅሬታ+ዎችን
ቅሬቶች	ቅሬ+ቶች
ቅርምትና	ቅርም+ትና
ቅርርብና	ቅ+ርርብና
ቅርሱ	ቅር+ሱ
ቅርሱን	ቅር+ሱን
ቅርስ-ነት	ቅርስ+-ነት
ቅርስነቱ	ቅርስ+ነቱ
ቅርስነት	ቅርስ+ነት
ቅርስና	ቅርስ+ና
ቅርስን	ቅርስ+ን
ቅርሶቹ	ቅር+ሶቹ
ቅርሶቹን	ቅር+ሶቹን
ቅርሶቻቸውን	ቅር+ሶቻቸውን
ቅርሶቻችን	ቅር+ሶቻችን
ቅርሶቻችንና	ቅር+ሶቻችን+ና
ቅርሶች	ቅር+ሶች
ወድመዋል	ወድ+መዋል
ቅርሶችና	ቅር+ሶች+ና
ቅርሶችን	ቅር+ሶችን
ቅርሶችንም	ቅር+ሶች+ንም
ቅርሶችንና	ቅር+ሶች+ንና
ቅርሶችበቱሪስቶችና	ቅርሶችበቱሪስ+ቶች+ና
ቅርበት	ቅ+ርበት
ቅርበትና	ቅ+ርበት+ና
ቅርቡ	ቅ+ርቡ
ቅርንጫፉ	ቅርንጫ+ፉ
ቅርንጫፍም	ቅርንጫፍ+ም
ቅርንጫፎቹ	ቅርንጫ+ፎቹ
ቅርንጫፎቹን	ቅርንጫ+ፎቹን
ቅርንጫፎች	ቅርንጫ+ፎች
ቅርንጫፎችም	ቅርንጫ+ፎች+ም
ቅርንጫፎችና	ቅርንጫ+ፎች+ና
ቅርንጫፎችናሌሎችም	ቅርንጫ+ፎች+ናሌሎችም
ቅርንጫፎችን	ቅርንጫ+ፎችን
ቅርንጫፎችንም	ቅርንጫ+ፎች+ንም
ቅርጹ	ቅ+ርጹ
ቅርጻ	ቅ+ርጻ
ቅርጻቸው	ቅ+ርጻቸው
ቅርጽና	ቅ+ርጽና
ቅርጾች	ቅ+ርጾች
ቅርጾችና	ቅ+ርጾች+ና
ቅርጾችን	ቅ+ርጾችን
ቅርፁ	ቅ+ርፁ
ቅርፃ	ቅ+ርፃ
ቅርፆችም	ቅ+ርፆች+ም
ቅሰቀሳ	ቅ+ሰቀሳ
ቅስሟ	ቅ+ስሟ
ቅስቀሳ	ቅ+ስቀሳ
ቅስቀሳቸውን	ቅስቀሳቸው+ን
ቅስቀሳቸውንና	ቅስቀሳቸውን+ና
ቅስቀሳው	ቅ+ስቀሳው
ቅስቀሳውን	ቅ+ስቀሳውን
ቅስቀሳዎቻቸው	ቅ+ስቀሳዎቻቸው
ቅስቀሳዎች	ቅ+ስቀሳዎች
ቅስቀሳዎችና	ቅ+ስቀሳዎች+ና
ቅስቀሳዎችን	ቅ+ስቀሳዎችን
ቅስቃሳ	ቅ+ስቃሳ
ቅስቃሳውን	ቅ+ስቃሳውን
ቅስቅሳ	ቅ+ስቅሳ
ቅስናን	ቅስና+ን
ቅስፈት	ቅ+ስፈት
ቅበላ	ቅ+በላ
ቅቡ	ቅ+ቡ
ቅቡልነት	ቅ+ቡልነት
ቅቡልነትን	ቅ+ቡልነትን
ቅባት	ቅ+ባት
ቅባቶች	ቅ+ባቶች
ቅባቸውና	ቅ+ባቸው+ና
ቅቤና	ቅቤ+ና
ቅብብሉ	ቅ+ብብሉ
ቅብብሎሽ	ቅ+ብብሎሽ
ቅብብሎሽን	ቅ+ብብሎሽን
ቅብና	ቅ+ብና
ቅነሳ	ቅ+ነሳ
ቅነሳን	ቅ+ነሳን
ቅነሳው	ቅ+ነሳው
ቅነሳውና	ቅ+ነሳው+ና
ቅነሳውን	ቅ+ነሳውን
ቅናሳ	ቅ+ናሳ
ቅናት	ቅ+ናት
ቅናቶ	ቅ+ናቶ
ቅኔዎቻችን	ቅኔ+ዎቻችን
ቅኔዎች	ቅኔ+ዎች
ቅንሰዋል	ቅ+ንሰዋል
ቅንብሩን	ቅ+ንብሩን
ቅንነት	ቅን+ነት
ቅንነትና	ቅን+ነት+ና
ቅንዓትን	ቅንዓት+ን
ቅንድቡን	ቅንድ+ቡን
ቅንጅታዊ	ቅ+ንጅታዊ
ቅንጅትን	ቅ+ንጅትን
ቅንጥብጣቢዎችንና	ቅንጥብጣቢ+ዎች+ንና
ቅንጦት	ቅ+ንጦት
ቅንጫፎች	ቅንጫ+ፎች
ቅኝት	ቅኝ+ት
ቅኝቷን	ቅ+ኝቷን
ቅዝቃዜ	ቅ+ዝቃዜ
ቅዠቱን	ቅ+ዠቱን
ቅዠት	ቅ+ዠት
ቅየራ	ቅ+የራ
ቅየሳ	ቅ+የሳ
ቅያ-ተጋድሎ	ቅያ+-ተጋድሎ
ቅደመ	ቅ+ደመ
ቅዱሜና	ቅዱሜ+ና
ቅዱሱ	ቅ+ዱሱ
ቅዱሱን	ቅ+ዱሱን
ቅዱሳት	ቅ+ዱሳት
ቅዱሳን	ቅ+ዱሳን
ቅዱሳዊ	ቅ+ዱሳዊ
ቅዱስነትአቸው	ቅ+ዱስነትአቸው
ቅዱስነታቸው	ቅ+ዱስነታቸው
ቅዱስን	ቅ+ዱስን
ቅዱሷ	ቅ+ዱሷ
ቅዱሷን	ቅ+ዱሷን
ቅዳ	ቅ+ዳ
ቅዳሜና	ቅዳሜ+ና
ቅዳሴ	ቅ+ዳሴ
ቅዳሴው	ቅ+ዳሴው
ቅዳሴያትን	ቅ+ዳሴያትን
ቅድመ-ሁኔታዎቹ	ቅ+ድመ-ሁኔታዎቹ
ቅድመ-ሁኔታዎች	ቅ+ድመ-ሁኔታዎች
ቅድመሁኔታ	ቅ+ድመሁኔታ
ቅድመሁኔታዎችን	ቅ+ድመሁኔታዎችን
ቅድሚያ	ቅ+ድሚያ
ቅድሚያዋን	ቅ+ድሚያዋን
ቅድሳት	ቅ+ድሳት
ቅድሳን	ቅ+ድሳን
ቅድስና	ቅ+ድስና
ቅጂ	ቅ+ጂ
ቅጂዎች	ቅ+ጂዎች
ቅጅ	ቅ+ጅ
ቅጠሉ	ቅጠ+ሉ
ቅጠሉንና	ቅጠ+ሉን+ና
ቅጠልና	ቅጠል+ና
ቅጠልን	ቅጠል+ን
ቅጠሎችን	ቅጠ+ሎችን
ቅጡ	ቅ+ጡ
ቅጣቱ	ቅ+ጣቱ
ቅጣቱን	ቅ+ጣቱን
ቅጣታቸውን	ቅ+ጣታቸውን
ቅጣት	ቅ+ጣት
ቅጣትና	ቅ+ጣት+ና
ቅጣቶች	ቅ+ጣቶች
ቅጣቶችን	ቅ+ጣቶችን
ቅጥረኛ	ቅ+ጥረኛ
ቅጥረኞች	ቅ+ጥረኞች
ቅጥርና	ቅ+ጥርና
ቅጥርን	ቅ+ጥርን
ቅጽሉን	ቅጽ+ሉን
ቅጽልም	ቅጽል+ም
ቅጽበታዊ	ቅጽበ+ታዊ
ቅጾች	ቅ+ጾች
ቅጾችን	ቅ+ጾችን
ቅፆች	ቅ+ፆች
ቅፆችን	ቅ+ፆችን
ቆላማ	ቆላ+ማ
ቆላማና	ቆላ+ማ+ና
ቆላማዎቹን	ቆላ+ማዎቹን
ቆላና	ቆላ+ና
ቆላድባና	ቆላድባ+ና
ቆልቁለት	ቆልቁ+ለት
ቆልቶ	ቆል+ቶ
ቆሎውም	ቆሎ+ው+ም
ቆምኩኝ	ቆም+ኩኝ
ቆራጥነታቸውን	ቆራጥ+ነታቸውን
ቆራጥነት	ቆራጥ+ነት
ቆራጥነትና	ቆራጥ+ነት+ና
ቆራጥነቶችን	ቆራጥ+ነቶችን
ቆሬና	ቆሬ+ና
ቆርሰው	ቆር+ሰው
ቆርቆሮች	ቆርቆሮ+ች
ቆርቆሮና	ቆርቆሮ+ና
ቆርቆሮዎች	ቆርቆሮ+ዎች
ቆርጠው	ቆር+ጠው
እውነትን	እውነት+ን
ቆርጦ	ቆር+ጦ
ከአንድ	ከ+አንድ
ቆስለዋል	ቆስ+ለዋል
በካይሮ	በ+ካይሮ
ቆስለው	ቆስ+ለው
ቆስሎ	ቆስ+ሎ
ቆስሏል	ቆስ+ሏል
ቆስጠንጢኖስም	ቆስጠንጢኖስ+ም
ቆቃና	ቆቃ+ና
ቆቦና	ቆቦ+ና
ቆንስልና	ቆንስል+ና
ወንዱ	ወን+ዱ
ቆይተዋል	ቆይ+ተዋል
ቆይቷል	ቆይ+ቷል
ቆይተናል	ቆይ+ተናል
ቆይተን	ቆይ+ተን
በሕዝብና	በ+ሕዝብ+ና
የቆጠራ	የ+ቆጠራ
በወታደራዊ	በ+ወታደ+ራዊ
የታችኛው	የ+ታች+ኛው
የጾታ	የ+ጾታ
ቆይተው	ቆይ+ተው
ቆይታ	ቆይ+ታ
ቆይታ-ው	ቆይ+ታ-ው
ቆይታለች	ቆይ+ታለች
ቆይታም	ቆይ+ታ+ም
ቆይታቸው	ቆይ+ታቸው
ቆይታቸውም	ቆይ+ታቸው+ም
ቆይታቸውን	ቆይ+ታቸውን
ቆይታችንም	ቆይ+ታችን+ም
ቆይታን	ቆይ+ታን
ቆይታዋ	ቆይ+ታዋ
ቆይታው	ቆይ+ታው
ቆይታውም	ቆይ+ታው+ም
ቆይታውን	ቆይ+ታውን
ቆይቶ	ቆይ+ቶ
ቆይቷልበቅርቡ	ቆይቷልበ+ቅርቡ
ቆይቷልበውይይቱ	ቆይቷልበ+ውይይቱ
ቆይቷልባንኩ	ቆይቷልባን+ኩ
ፖርቲውን	ፖርቲ+ውን
ቆዳቸው	ቆዳ+ቸው
ቆዳና	ቆዳ+ና
ቆዳን	ቆዳ+ን
ቆዳው	ቆዳ+ው
ቆዳዎች	ቆዳ+ዎች
ቆጋና	ቆጋ+ና
ቆጠራውን	ቆጠራው+ን
ቆጠራውንም	ቆጠራው+ን+ም
ቆጣራውን	ቆጣራው+ን
ቆጥረው	ቆጥ+ረው
ቆጥረውት	ቆጥ+ረውት
ቆጥራ	ቆጥ+ራ
ቆጥሮ	ቆጥ+ሮ
ቆጥሯል	ቆጥ+ሯል
ቆጥበዋል	ቆጥ+በዋል
ቆጥበው	ቆጥ+በው
ቆጥቦ	ቆጥ+ቦ
ቆፍረው	ቆፍ+ረው
ቆፍራ	ቆፍ+ራ
ቆፍሬ	ቆፍ+ሬ
ጎበናን	ጎበና+ን
ቆፍሮ	ቆፍ+ሮ
ቈማጣዎችም	ቈማጣ+ዎች+ም
