ሰላማዊ	ሰላ+ማዊ
ዘይተራእየ	ዘይ+ተራእ+የ
ክምረፁ	ክ+ም+ረፁ
ብዝብል	ብ+ዝብል
ሓውሲ	ሓው+ሲ
ዝእግድ	ዝ+እግድ
ንዝተጠርጠሩ	ን+ዝተጠር+ጠሩ
ኣመዝጊቡ	ኣመዝ+ጊቡ
ሰጒጉዎም	ሰጒጉ+ዎም
ይድግፉ	ይ+ድግ+ፉ
ኣልምሲ	ኣልም+ሲ
ክሰማምዑ	ክ+ሰማም+ዑ
ጨረታ	ጨረ+ታ
ኣወንጪፉ	ኣወን+ጪፉ
ንመትከላት	ንመትከ+ላት
ገያሾን	ገያ+ሾን
በረራን	በረራ+ን
ትበርር	ት+በርር
ሃለዋታ	ሃለዋ+ታ
ንምኽታም	ንም+ኽታም
ኣካይደን	ኣካይ+ደን
ዝቝጸር	ዝ+ቝጸር
ዘየልዐለት	ዘ+የል+ዐለት
ነጋዶን	ነጋ+ዶን
ሚኒስተራትን	ሚኒስተ+ራትን
ብክስታት	ብክ+ስታት
ጉቦን	ጉቦ+ን
መርመራ	መር+መራ
ተኣስሮም	ተኣስ+ሮም
ኣምሊጡ	ኣም+ሊጡ
ርእሱ	ርእ+ሱ
ዝተጠርጠሩ	ዝ+ተጠር+ጠሩ
ዝተመዝገበ	ዝ+ተመዝ+ገበ
ንምውዳቕ	ንምው+ዳቕ
ብምዕላም	ብም+ዕላም
ንብርክት	ን+ብርክት
እንትኮን	እን+ትኮን
ንምእማን	ን+ምእማን
ብሌያቡ	ብሌ+ያቡ
ንምስኣል	ንምስ+ኣል
እትኸውን	እት+ኸውን
ምእዋጁ	ምእ+ዋጁ
ቦታኦም	ቦታ+ኦም
ክትሳተፍ	ክ+ትሳተፍ
ትካላትን	ትካ+ላትን
ይንኪ	ይ+ንኪ
ከይህሉ	ከይ+ህሉ
ርሒቓ	ር+ሒቓ
ክትወርር	ክ+ትወርር
ዝመሳሰል	ዝ+መሳሰል
ምቁፅፃሮም	ምቁ+ፅፃሮም
ብዓመፅቲ	ብዓ+መፅቲ
ዝተትሓዘት	ዝ+ተት+ሓዘት
እንግሊዝን	እንግሊዝ+ን
ክዓልው	ክ+ዓልው
ንዝበልዎም	ን+ዝበል+ዎም
ምዕዳሞም	ም+ዕዳሞም
ንዝበዝሑ	ን+ዝ+በዝሑ
ክምለሱ	ክ+ም+ለሱ
ትጓዓዝ	ት+ጓዓዝ
ምቅፃልን	ምቅ+ፃልን
ርእሲን	ርእሲ+ን
ዝዝውር	ዝ+ዝውር
ዝዕቀን	ዝ+ዕቀን
ኣውፂኦም	ኣው+ፂኦም
ተዘርጊሑ	ተዘር+ጊሑ
ክተንሰሕብ	ክ+ተንሰሕብ
ዝተቐልዐን	ዝ+ተቐል+ዐን
ድምፂን	ድም+ፂን
ህይወቱ	ህይወ+ቱ
ቃልሲ	ቃል+ሲ
ኣካይዱ	ኣካይ+ዱ
ንዘስዕቦ	ን+ዘስዕ+ቦ
ተርታ	ተር+ታ
መዝጊቡ	መዝ+ጊቡ
ንምምስራት	ንምምስ+ራት
ተቓወምትን	ተቓ+ወምትን
መንዚዖም	መን+ዚዖም
ግብፅን	ግብ+ፅን
ክፀንሑ	ክ+ፀን+ሑ
ይግበአኒ	ይ+ግ+በአኒ
ደሴታትን	ደሴ+ታትን
ኣየርን	ኣየር+ን
ወጥሪ	ወጥ+ሪ
ኣፍሊጠን	ኣፍ+ሊጠን
ዝመጽእ	ዝ+መጽእ
ትድግፍ	ት+ድግፍ
ንምፍታሕ	ንምፍ+ታሕ
ዝንቀሳቐሱ	ዝ+ን+ቀሳቐሱ
ዝተፀንዐን	ዝ+ተፀን+ዐን
ዝተዘርግሐን	ዝ+ተዘርግ+ሐን
ልኡልን	ልኡል+ን
ክወልዱ	ክ+ወል+ዱ
ስዒሩዎ	ስ+ዒሩዎ
ጉስጥን	ጉስ+ጥን
ኣብቂዑዎ	ኣብ+ቂዑዎ
ንዝሽሙዎም	ን+ዝሽ+ሙዎም
ንምዝታይ	ንምዝ+ታይ
ይፍጽም	ይ+ፍጽም
ተለልዩ	ተለል+ዩ
ክትከሶም	ክ+ት+ከሶም
ማዕቢሉ	ማዕ+ቢሉ
ብምጭብርባር	ብምጭብር+ባር
ትኽእለሉ	ት+ኽእ+ለሉ
ክርከብ	ክ+ርከብ
ገይሩን	ገይሩ+ን
ማዝያ	ማዝ+ያ
ንዝጠፍአ	ን+ዝጠፍ+አ
ተሓምሺሻ	ተሓም+ሺሻ
ዝምዕብል	ዝ+ምዕብል
ይግምት	ይ+ግምት
ከይጥቀሙ	ከይ+ጥ+ቀሙ
ኣንቢሮም	ኣን+ቢሮም
ንተዋጋእቲ	ንተዋጋ+እቲ
ንዝርከባ	ን+ዝር+ከባ
ፀብፂባ	ፀብ+ፂባ
ክኣቱ	ክ+ኣቱ
ከምዘበልዎ	ከም+ዘበል+ዎ
ዝቕጽለሉ	ዝ+ቕጽ+ለሉ
ዘርጊሑ	ዘር+ጊሑ
ተስዒሮም	ተስ+ዒሮም
ከካይድ	ከካይ+ድ
ንተጻወትቲ	ንተጻ+ወትቲ
ኣርየን	ኣር+የን
ብምቕዳም	ብም+ቕዳም
ነፈርቱ	ነ+ፈርቱ
ምስኣኑ	ም+ስ+ኣኑ
ክንክይ	ክ+ንክይ
ክእሰሩ	ክ+እ+ሰሩ
ሽሙ	ሽ+ሙ
ክስርዓ	ክ+ስር+ዓ
ንነፈርቲ	ንነ+ፈርቲ
ምልዓልን	ምል+ዓልን
ምዕላብን	ምዕ+ላብን
ይለማምዱ	ይ+ለማም+ዱ
ብምዕዋት	ብምዕ+ዋት
ውሉዶም	ውሉ+ዶም
ክንኪ	ክ+ንኪ
ሸውሃቶም	ሸውሃ+ቶም
ዝጐድል	ዝ+ጐድል
ዝወቅዕ	ዝ+ወቅዕ
ምእሳራ	ምእ+ሳራ
ቍጽረን	ቍጽ+ረን
ይኸይድ	ይ+ኸይድ
ሕክምናን	ሕክምና+ን
ጥሒሉ	ጥ+ሒሉ
ምሕላፋ	ምሕ+ላፋ
ከምዝተትሓዘት	ከምዝ+ተት+ሓዘት
ክልዕል	ክ+ልዕል
ምፍፃሙ	ም+ፍፃሙ
ስፍራ	ስፍ+ራ
ወጠንትን	ወ+ጠንትን
ከንቲባን	ከንቲባ+ን
ቤቶምን	ቤ+ቶም+ን
ከተማኣ	ከተማ+ኣ
ንምሻም	ንም+ሻም
ባህሊን	ባህሊ+ን
ዝወስዶም	ዝ+ወስ+ዶም
ትምህርትን	ትምህር+ትን
ረድኤትን	ረድኤት+ን
ዕዮን	ዕዮ+ን
ንስደተኛታት	ንስደተኛ+ታት
ኣወንዚፉ	ኣወን+ዚፉ
ዝተውሃበ	ዝ+ተው+ሃበ
ጥርዓኑ	ጥርዓ+ኑ
ብምብላፅ	ብ+ምብላፅ
ተደርዒሙ	ተደር+ዒሙ
ምህርቱ	ምህር+ቱ
ብዝሸይጥ	ብ+ዝሸይጥ
ክዝርግሕ	ክ+ዝርግሕ
ይድግፍ	ይ+ድግፍ
ክፈርስ	ክ+ፈርስ
ክፍለም	ክ+ፍለም
ኣትሒዛ	ኣት+ሒዛ
ክትልእኽ	ክ+ትልእኽ
ብምውሳድ	ብምው+ሳድ
ክድግፋ	ክ+ድግ+ፋ
ዝኽእላ	ዝ+ኽእ+ላ
ንምዃን	ን+ምዃን
ምማቶም	ም+ማቶም
ዝቐርቡ	ዝ+ቐር+ቡ
ዝላሓኹ	ዝ+ላሓኹ
ከምዘይጎድእ	ከምዘይ+ጎድእ
ደይቡ	ደይ+ቡ
ተጸብጺቡ	ተጸብ+ጺቡ
ምዕላቡ	ምዕ+ላቡ
ከምዝዓቢ	ከምዝ+ዓቢ
ኣድማስ	ኣድማ+ስ
ንዘይነውሕ	ንዘይ+ነውሕ
ንምልኣኽ	ንምል+ኣኽ
ብምቕራብ	ብ+ምቕራብ
ንኽትከል	ንኽ+ትከል
ዝእውጅ	ዝ+እውጅ
ድንሽን	ድንሽ+ን
ንምፍራይ	ንምፍ+ራይ
ኣፍቂዱ	ኣፍ+ቂዱ
ዝተጉዓዘት	ዝ+ተጉ+ዓዘት
ፍርሂ	ፍር+ሂ
ከምዝጽዕር	ከምዝ+ጽዕር
ዝብፃሕ	ዝ+ብፃሕ
ብግልፅን	ብግል+ፅን
ብዘየማትእ	ብ+ዘየማትእ
መንገድን	መንገ+ድን
ብምግሳስ	ብምግ+ሳስ
ዝተጠርጠረ	ዝ+ተጠር+ጠረ
ሓላፍነቶም	ሓላፍነ+ቶም
ክወርዱ	ክ+ወር+ዱ
ክቕድም	ክ+ቕድም
ተራእዩ	ተራእ+ዩ
ዘይፈልጥ	ዘይ+ፈልጥ
ትገልጽ	ት+ገልጽ
ይቕጽል	ይ+ቕጽል
ዘይተለልዩ	ዘይ+ተለል+ዩ
ይዝርግሕ	ይ+ዝርግሕ
ዝተመርጸ	ዝ+ተመር+ጸ
ስርሑ	ስ+ርሑ
ንምጅማር	ንም+ጅማር
ክፍልም	ክ+ፍልም
ዝተትሓዙ	ዝ+ተት+ሓዙ
ሕልፈቱ	ሕልፈ+ቱ
ዝቐርበሉ	ዝ+ቐር+በሉ
ቅርስታታ	ቅር+ስታታ
ዝሰትዩ	ዝ+ሰት+ዩ
ይሕከሙ	ይ+ሕ+ከሙ
ዝእንፍት	ዝ+እንፍት
ብምንቅጥቃጥ	ብምንቅጥ+ቃጥ
ዘይውሕዱ	ዘይ+ውሕ+ዱ
ክቕበል	ክ+ቕበል
ኮርስ	ኮር+ስ
ብምምዝጋብ	ብምምዝ+ጋብ
ንኣሸበርቲ	ንኣሸ+በርቲ
ዝፈቅድ	ዝ+ፈቅድ
ንምኳኖም	ን+ም+ኳኖም
ዕፉንን	ዕፉን+ን
ዝውስኽ	ዝ+ውስኽ
ፈሊጦም	ፈሊ+ጦም
ንምፍርራሕ	ንምፍር+ራሕ
ብህፁፅ	ብህ+ፁፅ
ንምንባር	ን+ምንባር
ዝውንጨፈሉ	ዝ+ውን+ጨፈሉ
ከምዘፍረሶ	ከም+ዘፍ+ረሶ
ክተሰናድእ	ክ+ተሰናድእ
እትዕድግ	እት+ዕድግ
ንምሕካም	ንም+ሕካም
ምስመልአን	ምስ+መል+አን
ክጅምራ	ክ+ጅም+ራ
ከምዝግባእ	ከምዝ+ግባእ
ክቕንሳ	ክ+ቕን+ሳ
ጋንታኡ	ጋንታ+ኡ
ክነብረሎም	ክ+ነብ+ረሎም
ዘይኽእሉ	ዘይ+ኽእ+ሉ
ንምስታፍ	ንምስ+ታፍ
ዝፀንሑ	ዝ+ፀን+ሑ
ወከልትን	ወ+ከልትን
ሓዳርን	ሓዳር+ን
ንደቆምን	ንደ+ቆም+ን
ንዘውፀኦ	ን+ዘው+ፀኦ
ንዝተልዓለ	ን+ዝተል+ዓለ
ንምህዳእ	ንምህ+ዳእ
ፋብሪካኡ	ፋብሪካ+ኡ
ንዝፍጠር	ን+ዝፍጠር
ንምምሃር	ንም+ምሃር
መልሚላ	መል+ሚላ
ብወነንቲ	ብወ+ነንቲ
ዝቕይድ	ዝ+ቕይድ
ኣንቢራ	ኣን+ቢራ
ዝሰግሩ	ዝ+ሰግ+ሩ
ክትኽልክል	ክ+ትኽልክል
ዘይትኽእል	ዘይ+ትኽእል
ክውንዘፍ	ክ+ውንዘፍ
ተጣበቕቲን	ተጣ+በቕቲን
ደገፍቲን	ደ+ገፍቲን
ከልኪሎም	ከል+ኪሎም
ዝተመልሰ	ዝ+ተመል+ሰ
ከየምርሑ	ከ+የምር+ሑ
ለበድኡ	ለበ+ድኡ
ዝቕጽል	ዝ+ቕጽል
ከይኣትው	ከይ+ኣትው
ዝውሰድ	ዝ+ውሰድ
ንዘመላልሰሉ	ን+ዘመላል+ሰሉ
ምቁፅፃርን	ምቁ+ፅፃርን
ምክልኻልን	ምክል+ኻልን
ዝተሓላለፍ	ዝ+ተሓላለፍ
ከይኸውን	ከይ+ኸውን
ንምፍላይ	ንምፍ+ላይ
የመንን	የመን+ን
ዝርከበሉ	ዝ+ር+ከበሉ
አንፊቱ	አን+ፊቱ
ንምዝካር	ንምዝ+ካር
ዝተፀምበለ	ዝ+ተፀም+በለ
ዝኣተውሉ	ዝ+ኣተው+ሉ
ምልከታ	ምልከ+ታ
ዝተመልአን	ዝ+ተመል+አን
ሃገርን	ሃገር+ን
ደራሲኣ	ደራሲ+ኣ
ኣባላ	ኣባ+ላ
ክእለ	ክ+እለ
ቍጽጽርን	ቍጽጽር+ን
ውሕጅን	ውሕጅ+ን
ህንፃን	ህን+ፃን
ብዝተውሃበ	ብ+ዝተው+ሃበ
ህዝብን	ህዝ+ብን
ዝዓብለለ	ዝ+ዓብ+ለለ
ኣባዲና	ኣባዲ+ና
ብምጥቃስ	ብምጥ+ቃስ
ሓደግኡ	ሓደ+ግኡ
ክጸሉ	ክ+ጸሉ
ማእከላይን	ማእከላይ+ን
ኣርማ	ኣር+ማ
ዝሸይጥ	ዝ+ሸይጥ
ዝተቓልዑ	ዝ+ተቓል+ዑ
ውጥነን	ውጥ+ነን
ክኣምን	ክ+ኣምን
ብወኪላት	ብወኪ+ላት
ክቐትሉ	ክ+ቐት+ሉ
ስለዝደልዩ	ስለዝ+ደል+ዩ
ከምዝደልዩ	ከምዝ+ደል+ዩ
ተነጽገ	ተነጽ+ገ
ኣይፍቀደሎምን	ኣይ+ፍ+ቀደሎምን
ዝሰፍር	ዝ+ሰፍር
ክህሉ	ክ+ህሉ
ንምብርባር	ንምብር+ባር
የካይድ	የካይ+ድ
ዝተደርበየ	ዝ+ተደር+በየ
ከምዝተጎድኡ	ከምዝ+ተጎድ+ኡ
ኣለሻን	ኣለሻ+ን
ምድሓንን	ምድ+ሓንን
ተዓጽያ	ተዓጽ+ያ
ምርግጋፁ	ምርግ+ጋፁ
ከምዘቕርብ	ከም+ዘቕርብ
ዝምልከት	ዝ+ምልከት
ንምስምማዕ	ንምስም+ማዕ
ክእገድ	ክ+እገድ
ብፆቱ	ብ+ፆቱ
ዘይዕረቕ	ዘይ+ዕረቕ
ንምፍታሕን	ንምፍ+ታሕን
ደቃቶም	ደ+ቃቶም
ክትኮሳ	ክ+ት+ኮሳ
ክጅመር	ክ+ጅመር
ዝተመዝገቡ	ዝ+ተመዝ+ገቡ
ከምዝቕፅል	ከምዝ+ቕፅል
ኣገልግሎቱ	ኣገልግሎ+ቱ
ብምብታኽ	ብ+ምብታኽ
ዓሚፆምዋ	ዓሚፆም+ዋ
ኣልዒላ	ኣል+ዒላ
ሰሜንን	ሰሜን+ን
ይራኸብ	ይ+ራኸብ
ንምዕዳግ	ንምዕ+ዳግ
ዓሶን	ዓሶ+ን
ብምንካስ	ብምን+ካስ
ከምዘብቅዐ	ከም+ዘብቅ+ዐ
ክትህበሉ	ክ+ትህ+በሉ
ዝተቐትለ	ዝ+ተቐት+ለ
ልደቱ	ልደ+ቱ
ዝተወግኡ	ዝ+ተወግ+ኡ
ጓላ	ጓ+ላ
ብምምርማር	ብምምር+ማር
ንዝኽእሉ	ን+ዝኽእ+ሉ
ክኽሕስ	ክ+ኽሕስ
ንተጠቀምቲ	ንተጠ+ቀምቲ
ሰፈራ	ሰፈ+ራ
ንምህናፅ	ን+ምህናፅ
ብምውንጫፍ	ብምውን+ጫፍ
ዝፈጥር	ዝ+ፈጥር
ዝተብሃለን	ዝ+ተብ+ሃለን
ክትውስኽ	ክ+ትውስኽ
ጂንን	ጂን+ን
ትዋሰን	ት+ዋሰን
ወታደራታ	ወ+ታደራታ
ክተወፍር	ክ+ተወፍር
ክህቡ	ክ+ህ+ቡ
ዝስራሕ	ዝ+ስራሕ
ምክያዶም	ምክ+ያዶም
ነባርን	ነባር+ን
ብምእጋድ	ብምእ+ጋድ
ትሕዝቶኦም	ትሕዝቶ+ኦም
ዝተስዓረ	ዝ+ተስ+ዓረ
ኣይተርፍን	ኣይ+ተርፍ+ን
ንዝብል	ን+ዝብል
ብዝኸፈትዎ	ብ+ዝኸፈት+ዎ
ጨናፍሮም	ጨ+ናፍሮም
ፀብፂቦም	ፀብ+ፂቦም
ምእዋጆም	ምእ+ዋጆም
ፓርቲን	ፓርቲ+ን
ክግበር	ክ+ግበር
እትመጽእ	እት+መጽእ
ዝዓቢ	ዝ+ዓቢ
ፖለቲካን	ፖለቲካ+ን
ዝንቀሳቐሳ	ዝ+ን+ቀሳቐሳ
ብምፍራይ	ብምፍ+ራይ
ክገላገል	ክ+ገላገል
ጳጳሳትን	ጳጳ+ሳትን
መዝጊቡወን	መዝ+ጊቡወን
መንሽሮን	መንሽሮ+ን
ክህልዎ	ክ+ህል+ዎ
ይዝርግሓ	ይ+ዝርግ+ሓ
ወዶም	ወ+ዶም
ዕጻ	ዕ+ጻ
ንዝብሉ	ን+ዝብ+ሉ
ተኻይዱ	ተኻይ+ዱ
ከምዝርከብ	ከምዝ+ርከብ
ትሕዞ	ት+ሕ+ዞ
ከምዝድይብ	ከምዝ+ድይብ
ንምጥፋእ	ንምጥ+ፋእ
ብዘርኣየቶ	ብ+ዘር+ኣየቶ
ከምዝዓልብ	ከምዝ+ዓልብ
ዝናብን	ዝናብ+ን
ንፋስን	ንፋስ+ን
ከምዘጋጥመን	ከም+ዘጋጥ+መን
ሸራተን	ሸ+ራተን
ንረጎድቲ	ንረ+ጎድቲ
ቀጠንቲን	ቀ+ጠንቲን
ዝወልዐ	ዝ+ወል+ዐ
ተወርየ	ተወር+የ
ብሓርገፅ	ብሓርገ+ፅ
ውግእን	ውግእ+ን
ከምዘንበሩ	ከም+ዘን+በሩ
ስትዮ	ስ+ትዮ
ደንቢ	ደን+ቢ
ባሉንስ	ባሉን+ስ
ንዝሓዞ	ን+ዝ+ሓዞ
ፊልምን	ፊልም+ን
ንምብራር	ንምብ+ራር
ክጅምር	ክ+ጅምር
ከምዝውለዱ	ከምዝ+ው+ለዱ
ንጽዋዕ	ን+ጽዋዕ
ብምጥቃምን	ብም+ጥቃምን
ብግዕዝይናን	ብግዕዝይና+ን
ዝሰምዕ	ዝ+ሰምዕ
ጌርካ	ጌር+ካ
ክትጥቀመሉ	ክ+ትጥ+ቀመሉ
ክፍቀድ	ክ+ፍቀድ
ተሌፎናቱ	ተሌፎ+ናቱ
ፍጥነቶም	ፍጥነ+ቶም
ምእማኑ	ም+እማኑ
መልስን	መል+ስን
ክስታትን	ክ+ስታትን
ሰብኣይን	ሰብኣይ+ን
ንኸይወሃብ	ንኸይ+ወሃብ
ምርታዓ	ምር+ታዓ
ኣምሐራ	ኣም+ሐራ
ኣመንቲን	ኣ+መንቲን
ብምውጋእ	ብምው+ጋእ
ይገብር	ይ+ገብር
ክነጻጸር	ክ+ነጻጸር
ተኸልኪሉ	ተኸል+ኪሉ
ሕታሙ	ሕታ+ሙ
ዝፍፅም	ዝ+ፍፅም
ንዘገልገሉ	ን+ዘገል+ገሉ
ክመልስ	ክ+መልስ
ኣውዲቖምዎ	ኣው+ዲቖምዎ
ተቓውሞኦም	ተቓውሞ+ኦም
ንምግላጽ	ንምግ+ላጽ
ድልየታ	ድልየ+ታ
ከምዘጥቅዑ	ከም+ዘጥቅ+ዑ
ጉያና	ጉያ+ና
ንኸይከውን	ንኸይ+ከውን
ምጥቃሙ	ም+ጥቃሙ
ንምቋም	ንም+ቋም
ዓወቱ	ዓወ+ቱ
ንምፅምባል	ንም+ፅምባል
ተቓውሞን	ተቓውሞ+ን
ቅልውላውን	ቅልውላው+ን
ከምዘይቕፅል	ከምዘይ+ቕፅል
ብምትላም	ብም+ትላም
ኣስመራ	ኣስ+መራ
ዘይተሰማምዑ	ዘይ+ተሰማም+ዑ
ኣድሒኖም	ኣድ+ሒኖም
ርእሰን	ርእ+ሰን
እናሳዕሰዓ	እና+ሳዕ+ሰዓ
ዘርጊሐን	ዘር+ጊሐን
ክትወፅእ	ክ+ትወፅእ
ክተካይድ	ክ+ተካይድ
ንምዕሳልን	ንምዕ+ሳልን
ንምጥፋእን	ንምጥ+ፋእን
ኣስትሮ	ኣስት+ሮ
ክኽሰት	ክ+ኽሰት
ተሓባበርቶምን	ተሓባ+በርቶም+ን
ንዝተጎድኡ	ን+ዝተጎድ+ኡ
ገባራትን	ገባ+ራትን
እንስሳን	እንስሳ+ን
ከምዝገብር	ከምዝ+ገብር
ዝበጽሕ	ዝ+በጽሕ
ክዝውተር	ክ+ዝውተር
ኣይክእልን	ኣይ+ክእል+ን
ኣወንጪፋ	ኣወን+ጪፋ
ብዝመዝገበቶ	ብ+ዝ+መዝገበቶ
ንምውፃእ	ንምው+ፃእ
ንሱን	ንሱ+ን
ኩባንያን	ኩባንያ+ን
ኣጥቂዑ	ኣጥ+ቂዑ
ንኻልኦት	ንኻል+ኦት
ከምዝግበረሎም	ከምዝ+ግ+በረሎም
ይግበረሉ	ይ+ግ+በረሉ
ዝርከቡሉ	ዝ+ር+ከቡሉ
ደብዳብን	ደብዳብ+ን
ኣመሓይሹዎ	ኣመሓይ+ሹዎ
ኣደን	ኣደ+ን
ህጻንን	ህጻን+ን
ዝጠንሳ	ዝ+ጠን+ሳ
ክጽበያ	ክ+ጽ+በያ
ይወሃብ	ይ+ወሃብ
ኣወንዚፋቶ	ኣወን+ዚፋቶ
ትርከብ	ት+ርከብ
ከምዝጅመር	ከምዝ+ጅመር
እትኽእል	እት+ኽእል
ባሕሪን	ባሕሪ+ን
ብንፁር	ብን+ፁር
ንምምካር	ንም+ምካር
ከምዝግበር	ከምዝ+ግበር
ክስልሉ	ክ+ስል+ሉ
ዓንዮም	ዓን+ዮም
ዝተባህላ	ዝ+ተባህ+ላ
ዝሕገዙ	ዝ+ሕ+ገዙ
ንምምንጣል	ንምምን+ጣል
ዝሳተፍ	ዝ+ሳተፍ
ብምስዳር	ብምስ+ዳር
ምምሕዳራ	ምምሕ+ዳራ
እዛ	እ+ዛ
ክለብ	ክ+ለብ
ትሕዝቶን	ትሕዝቶ+ን
ሓበሬታን	ሓበሬታ+ን
ምብያኑ	ምብ+ያኑ
ዝተጎድኡ	ዝ+ተጎድ+ኡ
ንምብፃሕ	ንምብ+ፃሕ
ጀርመንን	ጀር+መን+ን
ኣፈላላዮም	ኣፈላላ+ዮም
ብምዕራይ	ብምዕ+ራይ
ንኽነብሩ	ንኽ+ነብ+ሩ
እትፅዋዕ	እት+ፅዋዕ
ክትከፍል	ክ+ትከፍል
ፅምብልን	ፅምብል+ን
ምርኢትን	ምርኢት+ን
ክትግበር	ክ+ትግበር
ንምውህሃድ	ንምውህ+ሃድ
ንምምዳብ	ንም+ምዳብ
ብረቱ	ብረ+ቱ
ክሕሰብ	ክ+ሕሰብ
ኣገንዚቦም	ኣገን+ዚቦም
ተዓጽየን	ተዓጽ+የን
ጎንፀን	ጎን+ፀን
ዘየብፅሕ	ዘ+የብፅሕ
ኢትዮጵያን	ኢትዮጵያ+ን
ኤርትራን	ኤርትራ+ን
ንኽህሉ	ንኽ+ህሉ
ብዝገበርዎ	ብ+ዝገበር+ዎ
ጸወታኡ	ጸወታ+ኡ
ብዚብል	ብ+ዚብል
ምስዓሩ	ም+ስ+ዓሩ
ገይርኩም	ገይር+ኩም
ንምዕራፍ	ንምዕ+ራፍ
ትፍተነሉ	ት+ፍ+ተነሉ
ዝድግፉ	ዝ+ድግ+ፉ
እትንኪ	እ+ትንኪ
ክበሃል	ክ+በሃል
ንኽትተሓዝ	ንኽ+ትተሓዝ
ዝተላዕለ	ዝ+ተላዕ+ለ
ከምዘይኸፍቶም	ከምዘይ+ኸፍ+ቶም
ዝጥምት	ዝ+ጥምት
ክትሰርሕ	ክ+ትሰርሕ
ሸይማ	ሸይ+ማ
ዝሕምበብ	ዝ+ሕምበብ
ከምዝተመዝገበን	ከምዝ+ተመዝ+ገበን
ከምዘስዓበን	ከም+ዘስ+ዓበን
ምግባራ	ምግ+ባራ
ዝምረሓ	ዝ+ም+ረሓ
ብምውጻእ	ብምው+ጻእ
ሰበይቱ	ሰበይ+ቱ
ዝቕርበሉ	ዝ+ቕር+በሉ
ንኣይሁዳውያን	ንኣይሁ+ዳውያን
እንተልዐሎ	እንተ+ል+ዐሎ
ተፀምቢሉ	ተፀም+ቢሉ
ውዒሉ	ው+ዒሉ
ዝምለሱ	ዝ+ም+ለሱ
ዝሕግዞም	ዝ+ሕግ+ዞም
ብምግላጽ	ብምግ+ላጽ
ንምምካት	ንም+ምካት
ሓገዝን	ሓገዝ+ን
ልኢኹ	ል+ኢኹ
ዝፀንሕ	ዝ+ፀንሕ
ተዓጽዩ	ተዓጽ+ዩ
ፋብሪካኣ	ፋብሪካ+ኣ
ከምዘካይድ	ከም+ዘካይድ
ባሕሪኦም	ባሕሪ+ኦም
ዝግበረሉ	ዝ+ግ+በረሉ
መዝጊባ	መዝ+ጊባ
ዝስኣነ	ዝ+ስ+ኣነ
ደምን	ደም+ን
ዝሳቐ	ዝ+ሳቐ
ዕድምኡ	ዕድ+ምኡ
ዝቐንዐ	ዝ+ቐን+ዐ
መንነቶም	መንነ+ቶም
ንምሻጥን	ንምሻጥ+ን
ንምውዳድን	ንምው+ዳድን
ሰርሲሩ	ሰር+ሲሩ
ህንድን	ህን+ድን
ደግሲ	ደግ+ሲ
ክልሕልሕ	ክ+ልሕልሕ
ኣሰልጠንትን	ኣሰል+ጠንትን
ሰራሕተኛታትን	ሰራሕተኛ+ታትን
ምዕራፉ	ምዕ+ራፉ
ናህሩ	ናህ+ሩ
ክጓዓዝ	ክ+ጓዓዝ
ዝመዝገበት	ዝ+መዝ+ገበት
ንፅዋዕ	ን+ፅዋዕ
ስለዝስዓረ	ስለዝ+ስ+ዓረ
ንምንዛሕ	ን+ምንዛሕ
ከምዝጥቀመሎም	ከምዝ+ጥ+ቀመሎም
ክትሕተተሉ	ክ+ት+ሕተተሉ
ከምዝመስረተት	ከምዝ+መስ+ረተት
እትፅዕን	እት+ፅዕን
ከምዝተትሓዘ	ከምዝ+ተት+ሓዘ
ከምዘካይዱ	ከም+ዘካይ+ዱ
ሃሪስ	ሃሪ+ስ
ደስታኡ	ደስታ+ኡ
ኣጠቓቕማን	ኣጠቓቕማ+ን
ብጻዩ	ብጻ+ዩ
ክራኸብ	ክ+ራኸብ
ዝሕሉ	ዝ+ሕሉ
ዝተሓስበ	ዝ+ተሓስ+በ
ክፍጸም	ክ+ፍጸም
ፍልስጤምን	ፍልስጤም+ን
ጉዕዞኣ	ጉዕዞ+ኣ
ኣንቢረናላ	ኣን+ቢረናላ
ንምእሳር	ንምእ+ሳር
ክትዓርፍ	ክ+ትዓርፍ
ክገልሱ	ክ+ገል+ሱ
ትኹን	ት+ኹን
ኣመዝጊባ	ኣመዝ+ጊባ
ክታበትን	ክታበት+ን
ውሕስነትን	ውሕስነት+ን
ክቡ	ክ+ቡ
ንዝገብር	ን+ዝገብር
ክኽፈል	ክ+ኽፈል
ክሕተም	ክ+ሕተም
ደሙ	ደ+ሙ
ንምጭብርባርን	ንምጭብር+ባርን
እናተመርመረ	እና+ተመር+መረ
ሕልማ	ሕል+ማ
እናሰርሐት	እና+ሰር+ሐት
ክጽብጽቡ	ክ+ጽብጽ+ቡ
ክትመርሕ	ክ+ትመርሕ
ብሓሙስ	ብሓሙ+ስ
ክትትክእ	ክ+ትትክእ
ሽልማትን	ሽልማት+ን
ክብሪን	ክብሪ+ን
ይፍለጥ	ይ+ፍለጥ
ብሩርን	ብሩር+ን
ምምዕባሉ	ምምዕ+ባሉ
ዓዲን	ዓዲ+ን
ወፃኢን	ወ+ፃኢን
ኣዲስ	ኣ+ዲስ
ከተማታትን	ከተማ+ታትን
ዕጥቂን	ዕጥቂ+ን
ንዋታትን	ንዋ+ታትን
ብምፍታሕ	ብምፍ+ታሕ
